id,district,name,surname,party,alliance,status_change,isMilletvekili,profession,title,platform,political_stance,bsky_handle,bsky_displayName,bsky_match_note,bsky_match_status,bsky_description,bsky_best_score,bsky_source
289,İstanbul (II),İsmail Emrah,Karayel,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
290,İstanbul (II),Zafer,Sırakaya,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
291,İstanbul (II),Büşra,Paker,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
292,İstanbul (II),Sevan,Sıvacıoğlu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
293,İstanbul (II),Derya,Ayaydın,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
294,İstanbul (II),Adem,Yıldırım,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
295,İstanbul (II),Sena Nur,Çelik,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
296,İstanbul (II),Namık,Tan,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
297,İstanbul (II),Yunus,Emre,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,"Vegan | Indie hacker and Game Developer | #AI | #stocks | #softwaredevelopment | #web5

My apps: https://apps.apple.com/us/developer/yunus-emre-ozdiyar/id1787808886",999.0,manual
298,İstanbul (II),Gökan,Zeybek,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
299,İstanbul (II),Kadri Enis,Berberoğlu,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
300,İstanbul (II),Yüksel Mansur,Kılınç,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
301,İstanbul (II),Mustafa,Kaya,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,mikaya.bsky.social,Mustafa Kaya,no candidates,ok,"Middle Eastern Studies, University of Chicago",9.0,auto
302,İstanbul (II),İsa Mesih,Şahin,Bağımsız,,,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
303,İstanbul (II),Evrim,Rızvanoğlu,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,🇹🇷TBMM İstanbul 2. Bölge Milletvekili 🌍DEVA Partisi Genel Başkan Yardımcısı🌱Çevre ve İklim Politikaları 🚰OKULLARA ÜCRETSİZ İÇME SUYU ÇEŞMELERİ! 🌹 @Wpgworg,999.0,manual
304,İstanbul (II),Mehmet Satuk Buğra,Kavuncu,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,,999.0,manual
305,İstanbul (II),Mehmet Salim,Ensarioğlu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
306,İstanbul (II),Cengiz,Çiçek,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
307,İstanbul (II),Özgül,Saki,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
308,İstanbul (II),Celal,Adan,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
309,İstanbul (II),Ahmet,Şık,Türkiye İşçi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
310,İstanbul (II),Muhammed Ali Fatih,Erbakan,Yeniden Refah Partisi,,,True,Milletvekili,TBMM Milletvekili,TBMM,İslamcı Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
311,İstanbul (III),Numan,Kurtulmuş,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,numankurtulmus.bsky.social,Numan Kurtulmuş,no candidates,ok,İsim satılık. Detaylı bilgi için DM lütfen.,9.0,auto
312,İstanbul (III),Özlem,Zengin,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,"TBMM AK Parti Grup Başkanvekili
Avukat
Siyasetçi
Demokrasi yoksa alışveriş de yok! Boykot var! Çocukları serbest bırakın!

parody account 🖋️",999.0,manual
313,İstanbul (III),Cüneyt,Yüksel,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
314,İstanbul (III),Zekeriya,Yapıcıoğlu,Hür Dava Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,İslamcı Kürt Siyaseti,nan,nan,no candidates,manual,,999.0,manual
315,İstanbul (III),Halis,Dalkılıç,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
316,İstanbul (III),Rümeysa,Kadak,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,parody account,999.0,manual
317,İstanbul (III),Oğuz,Üçüncü,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
318,İstanbul (III),Bayram,Şenocak,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
319,İstanbul (III),Şamil,Ayrım,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
320,İstanbul (III),Seda,Gören Bölük,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
321,İstanbul (III),Nilhan,Ayan,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
322,İstanbul (III),Yıldız,Konal Süslü,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
323,İstanbul (III),Şengül,Karslı,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
324,İstanbul (III),Yücel Arzen,Hacıoğulları,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
325,İstanbul (III),Engin,Altay,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,"CHP İstanbul Milletvekili
Karadeniz Ekonomik İşbirliği Parlamenter Asamblesi (KEİPA) Üyesi
",999.0,manual
326,İstanbul (III),Erdoğan,Toprak,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
327,İstanbul (III),Türkan,Elçi,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
328,İstanbul (III),İlhan,Kesici,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
329,İstanbul (III),Zeynel,Emre,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,"İstanbul Milletvekili | TBMM Anayasa Komisyonu Üyesi
🔗 https://zeynelemre.com.tr",999.0,manual
330,İstanbul (III),Mustafa,Yeneroğlu,Bağımsız,,,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
331,İstanbul (III),Medeni,Yılmaz,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
332,İstanbul (III),Bülent,Kaya,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
333,İstanbul (III),Doğan,Demir,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,Interactive things. Founder of ouva.co,999.0,manual
334,İstanbul (III),Özgür,Karabat,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,"CHP Genel Başkan Yardımcısı 
İstanbul Milletvekili",999.0,manual
335,İstanbul (III),Turan,Taşkın Özer,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
336,İstanbul (III),Çiğdem,Kılıçgün Uçar,Demokratik Bölgeler Partisi,Emek ve Özgürlük İttifakı,Halkların Eşitlik ve Demokrasi Partisi,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
337,İstanbul (III),İskender,Bayhan,Emek Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
338,İstanbul (III),Çiçek,Otlu,Emek Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
339,İstanbul (III),Celal,Fırat,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,,999.0,manual
340,İstanbul (III),Ersin,Beyaz,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,ersinbeyaz.bsky.social,Ersin Beyaz | İstanbul Milletvekili,no candidates,ok,"İYİ Parti Mali İşler Başkanı - İYİ Parti İstanbul Milletvekili - İYİ Parti İstanbul Kurucu İl Başkanı - Galatasaray Spor Kulübü Üyesi
ersinbeyaz.com.tr",9.0,auto
341,İstanbul (III),Seyithan,İzsiz,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
342,İstanbul (III),Ayşe Sibel,Yanıkömeroğlu,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
343,İstanbul (III),Feti,Yıldız,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
344,İstanbul (III),İsmail Faruk,Aksu,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
345,İstanbul (III),Erkan,Baş,Türkiye İşçi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,"Türkiye İşçi Partisi 
Genel Başkanı",999.0,manual
346,İstanbul (III),Doğan,Bekin,Yeniden Refah Partisi,,,True,Milletvekili,TBMM Milletvekili,TBMM,İslamcı Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
347,İzmir (I),Yüksel,Taşkın,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,yukseltaskin.bsky.social,Yüksel Taşkın,no candidates,ok,"CHP İzmir Milletvekili | Prof. Dr. | Siyaset Bilimci

https://linktr.ee/yukseltaskin",9.0,auto
348,İzmir (I),Ahmet Tuncay,Özkan,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
349,İzmir (I),Sevda,Erdan Kılıç,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,TBMM Anayasa Komisyonu Üyesi - CHP İzmir Milletvekili - Deniz'in Annesi,999.0,manual
350,İzmir (I),Murat,Bakan,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
351,İzmir (I),Ednan,Arslan,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
352,İzmir (I),Seda,Kaya Ösen,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
353,İzmir (I),Haydar,Altıntaş,Demokrat Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
354,İzmir (I),Mehmet,Kasapoğlu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,kasapoglu.bsky.social,Dr. Mehmet Kasapoğlu,no candidates,ok,,9.0,auto
355,İzmir (I),Mahmut Atilla,Kaya,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
356,İzmir (I),Şebnem,Bursalı,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
357,İzmir (I),Mehmet Ali,Çelebi,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,,999.0,manual
358,İzmir (I),Müsavat,Dervişoğlu,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,İYİ Parti Genel Başkanı,999.0,manual
359,İzmir (I),Ümit,Özlale,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,"CHP İzmir Milletvekili, Akademisyen, Ekonomist

TBMM Sanayi, Ticaret, Enerji, Tabii Kaynaklar, Bilgi ve Teknoloji Komisyonu Üyesi",999.0,manual
360,İzmir (I),Burcugül,Çubuk,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,burcugulc.bsky.social,Burcugül Çubuk,no candidates,ok,Sosyalist | Feminist | Devrimci Parti | Kadınların Kurtuluşu | Halkların Eşitlik ve Demokrasi Partisi İzmir vekili | Partiya Wekhevî û Demokrasiyê ya Gelan,9.0,auto
361,İzmir (II),Gökçe,Gökçen,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,gokcegokcen.bsky.social,Gökçe Gökçen,no candidates,ok,"CHP Genel Başkan Yardımcısı | İzmir Milletvekili | GSL 142, GSÜ Hukuk 14’",9.0,auto
362,İzmir (II),Rıfat Turuntay,Nalbantoğlu,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
363,İzmir (II),Rahmi Aşkın,Türeli,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
364,İzmir (II),Mahir,Polat,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,mhrplt.bsky.social,Dr. Mahir Polat,no candidates,ok,İBB Genel Sekreter Yardımcısı - İBB Miras - İBB Kültür - İBB Sosyal - Tarihi Kentler Birliği Genel Sekreteri - TAÇ Vakfı Y. Kur. Başkanı - Dava insanlık davası…,9.0,auto
365,İzmir (II),Salih,Uzun,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,"CHP İzmir Milletvekili 
Member of Parliament
Dr. (PhD)",999.0,manual
366,İzmir (II),Deniz,Yücel,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,besserdeniz.bsky.social,Deniz Yücel,no candidates,ok,na gut,9.0,auto
367,İzmir (II),Mustafa,Bilici,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
368,İzmir (II),Eyyüp Kadir,İnan,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
369,İzmir (II),Fehmi Alpay,Özalan,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
370,İzmir (II),Ceyda,Bölünmez Çankırı,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
371,İzmir (II),Yaşar,Kırkpınar,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
372,İzmir (II),Tamer,Osmanağaoğlu,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
373,İzmir (II),Hüsmen,Kırkpınar,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,,999.0,manual
374,İzmir (II),İbrahim,Akın,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,"Halkların Eşitlik ve Demokrasi Partisi 
(DEM Parti) 28. Dönem İzmir Milletvekili",999.0,manual
375,Kahramanmaraş,Vahit,Kirişçi,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
376,Kahramanmaraş,Ömer Oruç Bilal,Debgici,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
377,Kahramanmaraş,Mevlüt,Kurt,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
378,Kahramanmaraş,Tuba,Köksal,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
379,Kahramanmaraş,Mehmet,Şahin,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,mhmtshn.bsky.social,Mehmet Sahin,no candidates,ok,Film Scholar,9.0,auto
380,Kahramanmaraş,Ali,Öztunç,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
381,Kahramanmaraş,İrfan,Karatutlu,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
382,Kahramanmaraş,Zuhal,Karakoç Dora,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
383,Karabük,Cem,Şahin,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,cemsahin10.bsky.social,Cem Şahin,no candidates,ok,,9.0,auto
384,Karabük,Durmuş Ali,Keskinkılıç,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
385,Karabük,Cevdet,Akay,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
386,Karaman,Selman Oğuzhan,Eser,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
387,Karaman,Osman,Sağlam,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
388,Karaman,İsmail Atakan,Ünver,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
389,Kars,Adem,Çalkın,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
390,Kars,İnan Akgün,Alp,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,CHP Lise Örgütlenmeleri Pendik İlçe Başkanı,999.0,manual
391,Kars,Gülüstan,Kılıç Koçyiğit,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
392,Kastamonu,Halil,Uluay,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
393,Kastamonu,Fatma Serap,Ekmekci,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
394,Kastamonu,Hasan,Baltacı,Cumhuriyet Halk Partisi,Millet İttifakı,Milletvekilliğinden istifa,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,score=6,manual,,999.0,manual
395,Kayseri,Hulusi,Akar,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
396,Kayseri,Ayşe,Böhürler,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
397,Kayseri,Şaban,Çopuroğlu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
398,Kayseri,Murat Cahid,Cıngı,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
399,Kayseri,Sayın Bayar,Özsoy,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
